loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,loan_status,purpose,dti
20000, 60 months,20.89,10+ years,RENT,38000.0,Current,debt_consolidation,26.03
21000, 60 months,15.02,4 years,MORTGAGE,51000.0,Current,debt_consolidation,22.0
10000, 36 months,23.4,2 years,MORTGAGE,90000.0,Current,debt_consolidation,15.2
8400, 36 months,6.46,10+ years,MORTGAGE,130000.0,Current,credit_card,25.86
30000, 60 months,10.33,1 year,MORTGAGE,75000.0,Current,debt_consolidation,7.89
1600, 36 months,8.81,7 years,RENT,35000.0,Current,credit_card,4.7
13000, 60 months,22.35,2 years,RENT,32000.0,Current,debt_consolidation,19.5
25000, 60 months,11.8,1 year,OWN,50000.0,Current,debt_consolidation,25.71
12000, 60 months,24.37,2 years,MORTGAGE,150000.0,Current,credit_card,11.58
2000, 36 months,16.91,10+ years,MORTGAGE,64600.0,Current,debt_consolidation,24.82
24000, 60 months,10.72,10+ years,RENT,83000.0,Current,credit_card,17.51
13000, 36 months,8.81,5 years,MORTGAGE,120000.0,Current,debt_consolidation,7.3
15000, 36 months,8.81,4 years,OWN,25000.0,Current,credit_card,1.2
18000, 60 months,11.8,10+ years,RENT,68000.0,Current,debt_consolidation,13.87
23000, 60 months,15.02,10+ years,RENT,78000.0,Current,debt_consolidation,16.54
12000, 36 months,19.92,< 1 year,RENT,42000.0,Current,debt_consolidation,27.49
15000, 60 months,13.56,< 1 year,OWN,126000.0,Current,credit_card,15.64
30000, 60 months,18.94,10+ years,MORTGAGE,50000.0,Current,debt_consolidation,19.52
20000, 60 months,8.19,10+ years,MORTGAGE,88000.0,Current,credit_card,7.39
14425, 36 months,11.31,7 years,RENT,125000.0,Current,other,15.57
36425, 60 months,11.8,10+ years,MORTGAGE,53000.0,Current,debt_consolidation,23.89
5000, 36 months,13.56,2 years,RENT,35140.0,Current,debt_consolidation,7.89
6000, 36 months,8.81,5 years,RENT,56500.0,Current,credit_card,31.99
20000, 36 months,12.98,8 years,MORTGAGE,90000.0,Current,home_improvement,15.8
12500, 60 months,11.8,10+ years,MORTGAGE,75000.0,Current,debt_consolidation,22.03
18000, 60 months,11.8,3 years,MORTGAGE,130000.0,Current,credit_card,19.9
3000, 36 months,8.19,< 1 year,RENT,79992.0,Current,debt_consolidation,1.49
3000, 36 months,8.81,10+ years,MORTGAGE,36000.0,Current,home_improvement,21.7
18000, 36 months,7.02,< 1 year,MORTGAGE,115000.0,Current,home_improvement,16.18
10000, 36 months,10.72,5 years,MORTGAGE,140000.0,Current,other,13.63
4000, 36 months,17.97,5 years,MORTGAGE,60000.0,Fully Paid,house,19.1
20000, 60 months,15.02,4 years,MORTGAGE,65000.0,Current,debt_consolidation,30.47
21600, 36 months,7.56,10+ years,RENT,75000.0,Current,debt_consolidation,11.36
5000, 36 months,8.81,10+ years,MORTGAGE,58000.0,Current,debt_consolidation,11.86
10000, 36 months,11.31,10+ years,RENT,34000.0,Current,credit_card,16.9
15600, 60 months,11.8,4 years,MORTGAGE,90000.0,Current,home_improvement,15.67
19200, 60 months,18.94,10+ years,MORTGAGE,80000.0,Current,credit_card,24.65
9375, 36 months,13.56,10+ years,MORTGAGE,48500.0,Current,credit_card,36.72
10000, 60 months,12.98,2 years,RENT,62000.0,Current,credit_card,20.93
4000, 36 months,6.46,10+ years,MORTGAGE,119000.0,Current,debt_consolidation,13.09
2700, 36 months,8.19,4 years,OWN,24000.0,Fully Paid,credit_card,24.95
12000, 36 months,11.8,,RENT,55000.0,Current,debt_consolidation,28.8
16000, 36 months,15.02,< 1 year,MORTGAGE,24960.0,Current,medical,85.63
35000, 36 months,16.14,5 years,RENT,125500.0,Current,debt_consolidation,3.76
3000, 36 months,8.81,< 1 year,RENT,85000.0,Current,credit_card,9.61
10000, 60 months,19.92,2 years,RENT,54000.0,Current,debt_consolidation,7.34
15450, 36 months,11.8,3 years,MORTGAGE,133600.0,Current,credit_card,26.04
40000, 36 months,8.19,2 years,MORTGAGE,100000.0,Current,major_purchase,16.73
7500, 36 months,7.02,7 years,MORTGAGE,57000.0,Current,debt_consolidation,14.95
20500, 36 months,10.72,3 years,RENT,77000.0,Current,credit_card,10.75
4500, 36 months,19.92,< 1 year,MORTGAGE,115800.0,Current,home_improvement,9.09
19000, 36 months,11.8,9 years,MORTGAGE,77405.0,Current,debt_consolidation,19.66
34800, 60 months,15.02,< 1 year,RENT,106000.0,Current,debt_consolidation,26.1
25000, 60 months,10.33,10+ years,MORTGAGE,55758.0,Current,debt_consolidation,21.52
11000, 60 months,11.8,5 years,MORTGAGE,188000.0,Current,debt_consolidation,12.31
20075, 36 months,19.92,8 years,OWN,50000.0,Current,debt_consolidation,26.64
28000, 36 months,14.47,4 years,MORTGAGE,130000.0,Current,debt_consolidation,10.25
15000, 60 months,17.97,7 years,RENT,65000.0,Current,credit_card,18.49
12000, 36 months,8.81,,MORTGAGE,120000.0,Current,debt_consolidation,18.16
4000, 36 months,18.94,1 year,RENT,73000.0,Current,credit_card,4.78
5000, 36 months,7.02,4 years,MORTGAGE,126000.0,Current,home_improvement,10.51
6025, 36 months,19.92,< 1 year,RENT,21600.0,Current,credit_card,7.53
24000, 60 months,12.98,10+ years,MORTGAGE,140000.0,Current,debt_consolidation,27.8
1000, 36 months,23.4,3 years,RENT,60000.0,Fully Paid,debt_consolidation,20.78
5000, 36 months,14.47,5 years,MORTGAGE,30000.0,Current,credit_card,24.11
19375, 36 months,13.56,5 years,MORTGAGE,75000.0,Current,major_purchase,19.66
15000, 36 months,10.72,2 years,MORTGAGE,62000.0,Current,credit_card,12.81
14400, 36 months,16.14,< 1 year,RENT,70000.0,Current,debt_consolidation,21.04
22500, 60 months,15.02,1 year,MORTGAGE,85000.0,Current,debt_consolidation,21.4
15000, 60 months,8.19,2 years,RENT,63000.0,Current,debt_consolidation,21.86
20000, 36 months,8.19,7 years,RENT,55000.0,Current,debt_consolidation,30.07
15000, 36 months,8.19,< 1 year,OWN,175000.0,Current,debt_consolidation,16.08
10000, 60 months,22.35,6 years,RENT,51000.0,Current,debt_consolidation,29.76
15000, 36 months,7.56,10+ years,MORTGAGE,200000.0,Fully Paid,house,2.62
9600, 36 months,8.81,10+ years,MORTGAGE,95000.0,Current,home_improvement,15.23
10000, 36 months,10.72,1 year,MORTGAGE,88340.0,Current,credit_card,11.29
12000, 36 months,12.98,< 1 year,RENT,50000.0,Current,debt_consolidation,22.85
20000, 60 months,16.91,4 years,RENT,92000.0,Current,debt_consolidation,25.65
24000, 36 months,8.19,6 years,MORTGAGE,338000.0,Current,debt_consolidation,10.41
9000, 36 months,10.72,,RENT,25400.0,Current,debt_consolidation,28.17
10000, 36 months,8.19,10+ years,MORTGAGE,60000.0,Current,debt_consolidation,16.82
12000, 36 months,6.46,6 years,RENT,38000.0,Current,debt_consolidation,31.11
10000, 60 months,11.8,9 years,RENT,40000.0,Current,credit_card,26.16
28000, 60 months,8.81,10+ years,MORTGAGE,103939.0,Current,debt_consolidation,17.88
7000, 36 months,7.02,7 years,MORTGAGE,38979.0,Current,debt_consolidation,22.81
40000, 60 months,10.72,6 years,MORTGAGE,65000.0,Current,small_business,14.4
16000, 36 months,7.02,,OWN,75000.0,Current,debt_consolidation,31.55
12000, 36 months,16.91,4 years,RENT,90000.0,Current,debt_consolidation,10.79
10000, 36 months,7.56,4 years,MORTGAGE,77600.0,Current,credit_card,20.49
13000, 60 months,10.72,,MORTGAGE,0.0,Current,major_purchase,
40000, 36 months,8.19,< 1 year,MORTGAGE,65000.0,Current,debt_consolidation,23.52
15000, 60 months,13.56,2 years,MORTGAGE,70000.0,Current,debt_consolidation,6.14
25000, 60 months,15.02,10+ years,MORTGAGE,85000.0,Current,debt_consolidation,14.32
11000, 60 months,8.19,5 years,RENT,60000.0,Current,debt_consolidation,15.96
12000, 36 months,15.02,< 1 year,RENT,65000.0,Current,debt_consolidation,33.93
15000, 36 months,6.46,8 years,MORTGAGE,148000.0,Current,credit_card,14.92
38000, 36 months,12.98,6 years,MORTGAGE,36000.0,Current,debt_consolidation,51.2
10000, 36 months,7.56,2 years,RENT,25000.0,Current,debt_consolidation,7.92
7000, 36 months,11.31,4 years,MORTGAGE,26000.0,Current,debt_consolidation,19.1
25000, 60 months,17.97,2 years,MORTGAGE,55000.0,Current,debt_consolidation,46.59
10500, 36 months,7.56,9 years,MORTGAGE,86000.0,Current,credit_card,10.77
20000, 60 months,16.14,4 years,RENT,30000.0,Current,debt_consolidation,41.84
6600, 36 months,11.31,,RENT,23000.0,Current,debt_consolidation,18.95
40000, 60 months,10.33,10+ years,MORTGAGE,115000.0,Current,home_improvement,9.35
16000, 36 months,8.81,9 years,RENT,106000.0,Current,credit_card,16.73
10000, 36 months,23.4,10+ years,MORTGAGE,130000.0,Current,debt_consolidation,14.5
8000, 36 months,7.56,10+ years,MORTGAGE,250000.0,Fully Paid,other,20.1
40000, 36 months,10.72,10+ years,MORTGAGE,150000.0,Current,debt_consolidation,22.02
40000, 60 months,15.02,,MORTGAGE,31200.0,Current,home_improvement,44.12
3000, 36 months,13.56,6 years,MORTGAGE,35000.0,Current,debt_consolidation,9.4
40000, 36 months,6.46,4 years,MORTGAGE,135000.0,Current,credit_card,29.55
8000, 36 months,18.94,8 years,MORTGAGE,98000.0,Current,home_improvement,32.04
13000, 60 months,12.98,10+ years,MORTGAGE,33000.0,Current,debt_consolidation,22.76
10000, 36 months,10.72,9 years,RENT,55000.0,Current,credit_card,26.86
40000, 60 months,8.19,1 year,MORTGAGE,384000.0,Current,debt_consolidation,7.99
19200, 60 months,10.33,< 1 year,RENT,80000.0,Current,credit_card,6.92
4000, 36 months,16.14,10+ years,RENT,40000.0,Current,small_business,5.37
16000, 36 months,8.19,5 years,MORTGAGE,42900.0,Current,debt_consolidation,26.4
16000, 36 months,7.02,10+ years,MORTGAGE,65000.0,Current,debt_consolidation,24.0
8250, 36 months,10.33,2 years,RENT,40000.0,Current,debt_consolidation,24.6
40000, 36 months,7.02,< 1 year,OWN,175000.0,Current,other,4.05
3000, 36 months,24.37,10+ years,MORTGAGE,80000.0,Current,small_business,17.58
3125, 36 months,6.46,8 years,MORTGAGE,50000.0,Current,credit_card,34.74
21000, 60 months,8.81,1 year,MORTGAGE,40000.0,Current,debt_consolidation,17.1
12000, 60 months,13.56,4 years,RENT,55000.0,Current,credit_card,11.67
10000, 36 months,8.19,2 years,MORTGAGE,55400.0,Current,credit_card,8.41
16000, 36 months,10.33,3 years,RENT,71000.0,Current,debt_consolidation,16.58
25000, 36 months,19.92,1 year,OWN,120000.0,Current,debt_consolidation,14.62
20000, 60 months,10.72,10+ years,MORTGAGE,60000.0,Current,credit_card,25.54
11025, 60 months,10.33,1 year,OWN,66000.0,Current,credit_card,23.44
18400, 36 months,13.56,6 years,MORTGAGE,160000.0,Current,credit_card,15.87
2200, 36 months,26.31,1 year,OWN,13520.0,Current,debt_consolidation,5.95
12000, 36 months,8.19,4 years,MORTGAGE,60000.0,Current,debt_consolidation,11.86
40000, 36 months,11.31,5 years,MORTGAGE,92000.0,Current,debt_consolidation,23.64
22950, 36 months,12.98,6 years,RENT,100000.0,Current,debt_consolidation,20.68
16000, 36 months,13.56,< 1 year,OWN,72000.0,Current,home_improvement,27.71
40000, 36 months,8.81,1 year,MORTGAGE,127000.0,Current,debt_consolidation,14.55
15000, 36 months,11.31,10+ years,MORTGAGE,114164.0,Current,home_improvement,19.87
15000, 60 months,12.98,< 1 year,MORTGAGE,50000.0,Current,debt_consolidation,27.15
10000, 36 months,11.8,8 years,RENT,64000.0,Current,debt_consolidation,4.14
20000, 60 months,15.02,5 years,RENT,50000.0,Current,debt_consolidation,22.56
4000, 36 months,7.02,8 years,OWN,40000.0,Current,home_improvement,12.63
10000, 60 months,16.91,7 years,RENT,26000.0,Current,major_purchase,20.78
10000, 36 months,14.47,2 years,RENT,55000.0,Current,credit_card,22.1
16000, 60 months,10.33,1 year,MORTGAGE,90000.0,Current,debt_consolidation,13.36
2000, 36 months,18.94,2 years,RENT,49000.0,Current,other,11.46
35000, 36 months,18.94,10+ years,MORTGAGE,102501.0,Current,debt_consolidation,28.32
20000, 36 months,6.46,< 1 year,RENT,130000.0,Current,major_purchase,14.19
28000, 60 months,22.35,< 1 year,RENT,35360.0,Current,debt_consolidation,46.47
24000, 36 months,8.81,8 years,MORTGAGE,165000.0,Current,debt_consolidation,5.1
15000, 36 months,8.19,,RENT,60000.0,Current,credit_card,8.68
10000, 36 months,11.8,6 years,MORTGAGE,105000.0,Current,debt_consolidation,11.67
20000, 36 months,8.19,< 1 year,MORTGAGE,57000.0,Current,debt_consolidation,21.37
9000, 36 months,10.72,2 years,RENT,88000.0,Current,debt_consolidation,12.34
11000, 36 months,10.72,,RENT,39500.0,Current,debt_consolidation,38.86
15000, 36 months,8.19,3 years,RENT,72000.0,Current,credit_card,10.17
21000, 60 months,12.98,10+ years,MORTGAGE,125000.0,Current,debt_consolidation,11.39
20000, 36 months,6.46,2 years,MORTGAGE,60000.0,Current,credit_card,28.52
40000, 36 months,11.8,10+ years,RENT,84000.0,Current,debt_consolidation,8.41
35000, 36 months,8.81,1 year,MORTGAGE,150000.0,Current,credit_card,15.24
19000, 60 months,11.8,10+ years,MORTGAGE,102000.0,Current,debt_consolidation,19.81
6000, 36 months,17.97,5 years,MORTGAGE,90000.0,Current,car,66.87
7150, 36 months,14.47,1 year,MORTGAGE,40000.0,Current,debt_consolidation,13.23
27200, 60 months,19.92,10+ years,RENT,54254.0,Current,debt_consolidation,22.96
27500, 60 months,16.14,4 years,MORTGAGE,400000.0,Current,small_business,4.33
7800, 36 months,14.47,10+ years,MORTGAGE,93000.0,Current,debt_consolidation,12.99
15000, 36 months,7.02,10+ years,RENT,125000.0,Current,credit_card,9.73
23000, 36 months,6.46,10+ years,MORTGAGE,103000.0,Current,debt_consolidation,11.67
8000, 36 months,8.81,< 1 year,RENT,120000.0,Current,debt_consolidation,13.42
20000, 36 months,8.81,< 1 year,OWN,45000.0,Current,debt_consolidation,19.15
12000, 36 months,16.14,< 1 year,MORTGAGE,84000.0,Current,debt_consolidation,21.6
5000, 36 months,7.56,5 years,MORTGAGE,98000.0,Fully Paid,credit_card,14.78
8000, 36 months,11.8,3 years,MORTGAGE,51320.0,Current,debt_consolidation,24.84
25000, 36 months,27.27,10+ years,MORTGAGE,704000.0,Current,house,14.3
25000, 60 months,11.8,5 years,RENT,90000.0,Current,debt_consolidation,23.84
14225, 36 months,23.4,2 years,MORTGAGE,142500.0,Current,debt_consolidation,22.01
22000, 60 months,12.98,1 year,RENT,55000.0,Current,debt_consolidation,31.53
15400, 60 months,18.94,1 year,RENT,56810.0,Current,debt_consolidation,23.95
2500, 36 months,23.4,5 years,OWN,33000.0,Current,debt_consolidation,43.64
10000, 36 months,8.81,2 years,RENT,55000.0,Current,debt_consolidation,8.99
20000, 36 months,10.72,3 years,RENT,70000.0,Current,debt_consolidation,10.27
4800, 36 months,10.72,10+ years,RENT,80000.0,Current,credit_card,26.55
7000, 36 months,11.8,10+ years,MORTGAGE,90000.0,Current,debt_consolidation,17.87
22400, 60 months,11.8,6 years,MORTGAGE,145000.0,Current,debt_consolidation,9.61
6000, 36 months,10.33,8 years,RENT,28390.0,Current,credit_card,35.48
4800, 36 months,15.02,2 years,MORTGAGE,76000.0,Current,home_improvement,26.58
20000, 36 months,6.46,,RENT,54996.0,Current,debt_consolidation,29.41
16000, 36 months,7.02,6 years,MORTGAGE,83000.0,Current,credit_card,21.44
30000, 60 months,11.8,10+ years,MORTGAGE,98000.0,Current,debt_consolidation,42.0
18000, 36 months,7.56,< 1 year,MORTGAGE,173000.0,Current,debt_consolidation,7.93
30000, 36 months,17.97,< 1 year,OWN,60000.0,Current,credit_card,22.12
15000, 60 months,8.19,10+ years,MORTGAGE,160000.0,Current,debt_consolidation,17.51
20000, 60 months,11.8,10+ years,MORTGAGE,57200.0,Current,credit_card,32.38
2200, 36 months,19.92,10+ years,MORTGAGE,46500.0,Current,other,16.77
21600, 60 months,16.91,10+ years,OWN,95628.0,Current,debt_consolidation,22.02
18000, 36 months,7.56,10+ years,RENT,250000.0,Current,medical,7.16
6000, 36 months,15.02,2 years,RENT,32484.0,Current,credit_card,31.03
5000, 36 months,16.91,10+ years,RENT,85000.0,Current,debt_consolidation,37.72
14000, 36 months,6.46,2 years,RENT,45000.0,Current,credit_card,17.63
16000, 36 months,7.56,1 year,MORTGAGE,152000.0,Current,home_improvement,18.81
11000, 36 months,16.14,10+ years,OWN,45000.0,Current,major_purchase,16.22
40000, 60 months,13.56,7 years,MORTGAGE,145000.0,Current,debt_consolidation,20.0
40000, 60 months,12.98,4 years,MORTGAGE,125000.0,Current,credit_card,21.49
20000, 60 months,15.02,5 years,RENT,85000.0,Current,debt_consolidation,9.22
12000, 36 months,6.46,5 years,OWN,50000.0,Current,debt_consolidation,13.99
3000, 36 months,10.33,4 years,RENT,40000.0,Current,vacation,35.58
20000, 60 months,11.8,10+ years,RENT,72500.0,Current,credit_card,20.08
5000, 36 months,11.31,1 year,RENT,50000.0,Current,credit_card,8.04
11000, 36 months,8.81,10+ years,OWN,75000.0,Current,debt_consolidation,18.59
25000, 36 months,6.46,10+ years,RENT,117000.0,Current,credit_card,10.38
4500, 36 months,8.81,< 1 year,RENT,88000.0,Current,debt_consolidation,2.9
25000, 60 months,14.47,10+ years,MORTGAGE,164200.0,Current,credit_card,30.76
15500, 36 months,7.02,10+ years,RENT,54000.0,Current,debt_consolidation,5.2
4000, 36 months,17.97,10+ years,RENT,86000.0,Current,vacation,5.39
20000, 60 months,10.72,1 year,MORTGAGE,120000.0,Current,credit_card,28.8
3200, 36 months,10.33,< 1 year,RENT,40000.0,Current,debt_consolidation,29.82
8000, 36 months,14.47,10+ years,RENT,50000.0,Current,debt_consolidation,18.63
10000, 36 months,7.56,4 years,RENT,200000.0,Current,credit_card,6.68
10000, 60 months,8.19,,MORTGAGE,80000.0,Current,credit_card,12.71
4000, 36 months,8.19,2 years,MORTGAGE,89400.0,Current,credit_card,15.62
9500, 36 months,11.8,1 year,OWN,26880.0,Current,credit_card,11.38
4000, 36 months,7.02,10+ years,MORTGAGE,67000.0,Current,home_improvement,16.01
25000, 36 months,23.4,2 years,RENT,130000.0,Current,debt_consolidation,16.15
12000, 60 months,13.56,10+ years,MORTGAGE,220000.0,Current,home_improvement,8.67
6200, 36 months,6.46,9 years,MORTGAGE,59900.0,Current,credit_card,6.71
5000, 36 months,8.81,2 years,OWN,22000.0,Current,debt_consolidation,8.67
11000, 60 months,16.14,10+ years,RENT,54000.0,Current,debt_consolidation,19.82
22000, 36 months,6.46,4 years,MORTGAGE,122000.0,Current,credit_card,10.78
10000, 36 months,16.14,8 years,MORTGAGE,100000.0,Current,debt_consolidation,10.69
10000, 36 months,6.46,10+ years,MORTGAGE,75000.0,Current,credit_card,14.26
5000, 36 months,11.8,10+ years,MORTGAGE,115000.0,Current,other,30.24
10000, 60 months,22.35,10+ years,RENT,40000.0,Current,credit_card,24.51
8000, 36 months,10.72,< 1 year,MORTGAGE,35000.0,Current,debt_consolidation,14.03
15000, 36 months,8.81,5 years,RENT,65000.0,Current,credit_card,22.0
17000, 60 months,27.27,2 years,MORTGAGE,85000.0,Current,credit_card,12.52
10000, 36 months,7.02,6 years,RENT,56000.0,Current,credit_card,28.48
12500, 36 months,7.56,10+ years,MORTGAGE,250000.0,Current,credit_card,1.26
12950, 36 months,7.56,10+ years,MORTGAGE,55000.0,Fully Paid,debt_consolidation,19.88
28000, 36 months,6.46,10+ years,MORTGAGE,80000.0,Current,credit_card,15.12
12000, 36 months,16.14,4 years,RENT,47308.0,Current,credit_card,24.25
20000, 36 months,10.33,5 years,RENT,80000.0,Current,debt_consolidation,26.84
15000, 36 months,7.02,< 1 year,MORTGAGE,60000.0,Current,credit_card,10.18
30000, 36 months,11.8,7 years,MORTGAGE,80000.0,Current,debt_consolidation,21.27
30000, 36 months,11.31,1 year,RENT,100000.0,Current,major_purchase,7.57
24000, 60 months,19.92,3 years,MORTGAGE,86000.0,Current,other,36.45
25000, 60 months,18.94,10+ years,RENT,102000.0,Current,debt_consolidation,9.81
13000, 36 months,13.56,4 years,RENT,55000.0,Current,car,30.53
12000, 36 months,6.46,5 years,MORTGAGE,110000.0,Current,credit_card,10.67
21000, 36 months,8.81,< 1 year,OWN,96200.0,Current,debt_consolidation,27.46
30000, 60 months,15.02,10+ years,MORTGAGE,78000.0,Current,debt_consolidation,19.63
10000, 36 months,11.31,,OWN,23903.0,Current,credit_card,14.72
